date,value,error
2009-12-10,NaN,NaN
2009-12-11,NaN,NaN
2009-12-12,NaN,NaN
2009-12-13,NaN,NaN
2009-12-14,NaN,NaN
2009-12-15,NaN,NaN
2009-12-16,NaN,NaN
2009-12-17,NaN,NaN
2009-12-18,NaN,NaN
2009-12-19,NaN,NaN
2009-12-20,NaN,NaN
2009-12-21,NaN,NaN
2009-12-22,NaN,NaN
2009-12-23,NaN,NaN
2009-12-24,NaN,NaN
2009-12-25,NaN,NaN
2009-12-26,NaN,NaN
2009-12-27,NaN,NaN
2009-12-28,NaN,NaN
2009-12-29,NaN,NaN
2009-12-30,NaN,NaN
2009-12-31,NaN,NaN
2010-01-01,NaN,NaN
2010-01-02,NaN,NaN
2010-01-03,NaN,NaN
2010-01-04,NaN,NaN
2010-01-05,NaN,NaN
2010-01-06,NaN,NaN
2010-01-07,NaN,NaN
2010-01-08,NaN,NaN
2010-01-09,NaN,NaN
2010-01-10,NaN,NaN
2010-01-11,NaN,NaN
2010-01-12,NaN,NaN
2010-01-13,NaN,NaN
2010-01-14,NaN,NaN
2010-01-15,NaN,NaN
2010-01-16,NaN,NaN
2010-01-17,NaN,NaN
2010-01-18,NaN,NaN
2010-01-19,NaN,NaN
2010-01-20,NaN,NaN
2010-01-21,NaN,NaN
2010-01-22,NaN,NaN
2010-01-23,NaN,NaN
2010-01-24,NaN,NaN
2010-01-25,NaN,NaN
2010-01-26,NaN,NaN
2010-01-27,NaN,NaN
2010-01-28,NaN,NaN
2010-01-29,NaN,NaN
2010-01-30,NaN,NaN
2010-01-31,NaN,NaN
2010-02-01,NaN,NaN
2010-02-02,NaN,NaN
2010-02-03,NaN,NaN
2010-02-04,NaN,NaN
2010-02-05,NaN,NaN
2010-02-06,NaN,NaN
2010-02-07,NaN,NaN
2010-02-08,NaN,NaN
2010-02-09,NaN,NaN
2010-02-10,NaN,NaN
2010-02-11,NaN,NaN
2010-02-12,NaN,NaN
2010-02-13,NaN,NaN
2010-02-14,NaN,NaN
2010-02-15,NaN,NaN
2010-02-16,NaN,NaN
2010-02-17,NaN,NaN
2010-02-18,NaN,NaN
2010-02-19,NaN,NaN
2010-02-20,NaN,NaN
2010-02-21,NaN,NaN
2010-02-22,NaN,NaN
2010-02-23,NaN,NaN
2010-02-24,NaN,NaN
2010-02-25,NaN,NaN
2010-02-26,NaN,NaN
2010-02-27,NaN,NaN
2010-02-28,NaN,NaN
2010-03-01,NaN,NaN
2010-03-02,NaN,NaN
2010-03-03,NaN,NaN
2010-03-04,NaN,NaN
2010-03-05,NaN,NaN
2010-03-06,NaN,NaN
2010-03-07,1.33292492086,0.00594978658529
2010-03-08,1.32729335734,0.00755094179689
2010-03-09,1.32000523957,0.00619837500294
2010-03-10,1.31046034862,0.00803753190413
2010-03-11,1.30252202965,0.00680870249502
2010-03-12,1.29452510147,0.00714430365657
2010-03-13,1.28722139328,0.00715711582869
2010-03-14,1.2769686762,0.00720989123366
2010-03-15,1.27225432333,0.00660422661051
2010-03-16,1.2961744049,0.022623809001
2010-03-17,1.35041028395,0.00675358986446
2010-03-18,1.34372029317,0.00572684144433
2010-03-19,1.33486952902,0.00720280028761
2010-03-20,1.32624992177,0.00677169230016
2010-03-21,1.31980765208,0.00546016963283
2010-03-22,1.31259727002,0.00627308252447
2010-03-23,1.30623400533,0.00671070730923
2010-03-24,1.30124818237,0.00742321416332
2010-03-25,1.35231297616,0.00424268300635
2010-03-26,1.34508675236,0.00506818771492
2010-03-27,1.33774576451,0.00548274457871
2010-03-28,1.3306303432,0.00592359986574
2010-03-29,1.32273449018,0.00497055668336
2010-03-30,1.31360350294,0.00745189969105
2010-03-31,1.30161288452,0.00923477054711
2010-04-01,1.29166363291,0.00795489310866
2010-04-02,1.28597613887,0.00834374666677
2010-04-03,1.30652039203,0.0334890050702
2010-04-04,NaN,NaN
2010-04-05,NaN,NaN
2010-04-06,NaN,NaN
2010-04-07,NaN,NaN
2010-04-08,NaN,NaN
2010-04-09,NaN,NaN
2010-04-10,NaN,NaN
2010-04-11,NaN,NaN
2010-04-12,NaN,NaN
2010-04-13,NaN,NaN
2010-04-14,NaN,NaN
2010-04-15,NaN,NaN
2010-04-16,1.32109800112,0.00392605069407
2010-04-17,1.31750336842,0.0048580797176
2010-04-18,1.31030469919,0.00444150862782
2010-04-19,1.30961489182,0.00421814103209
2010-04-20,1.30338703604,0.00574895297575
2010-04-21,1.29903766774,0.00460512603756
2010-04-22,1.29373161053,0.00432780318105
2010-04-23,1.2916307481,0.00461899898697
2010-04-24,1.28763710937,0.00558103785895
2010-04-25,1.27866552727,0.0080839180402
2010-04-26,1.27163903987,0.00821938605441
2010-04-27,1.26754796432,0.00860970850151
2010-04-28,1.26604141276,0.00666465325629
2010-04-29,1.2723513944,0.00435532180171
2010-04-30,1.27236513845,0.00460304468912
2010-05-01,1.26577232899,0.00625757242762
2010-05-02,1.25923638493,0.00701267331829
2010-05-03,1.25118081143,0.00554735869006
2010-05-04,1.24522849502,0.00482216482577
2010-05-05,1.24158833037,0.00508808616654
2010-05-06,1.23452787441,0.00540624015997
2010-05-07,1.22767205313,0.00515292007329
2010-05-08,1.22198901181,0.00550460969007
2010-05-09,1.22320914242,0.0049788238326
2010-05-10,1.2402691731,0.0164619151257
2010-05-11,1.28434494895,0.00881285475668
2010-05-12,1.30375586057,0.00843711315005
2010-05-13,1.3076144474,0.00440792085324
2010-05-14,1.30166323608,0.00491297403138
2010-05-15,1.3007170333,0.00413331997827
2010-05-16,1.29628119963,0.0049567595545
2010-05-17,1.2919430359,0.00580932701983
2010-05-18,1.28609178741,0.0063783974589
2010-05-19,1.28120645462,0.00570454831432
2010-05-20,1.29149655105,0.00541877977874
2010-05-21,1.28678677412,0.00816436188779
2010-05-22,1.27679283667,0.00570828215435
2010-05-23,1.27190278543,0.00545058670948
2010-05-24,1.34751626523,0.0600743965865
2010-05-25,1.39524174044,0.00585910904927
2010-05-26,1.38913618548,0.00527337184672
2010-05-27,1.38466435897,0.00446028518767
2010-05-28,1.39506867924,0.00693021249641
2010-05-29,1.39653918902,0.00378664427855
2010-05-30,1.38789967181,0.00574811619434
2010-05-31,1.37900589349,0.00528797650854
2010-06-01,1.37741017268,0.00382909991987
2010-06-02,1.42225903696,0.00628762380294
2010-06-03,1.43171248677,0.00628544003987
2010-06-04,1.43407774947,0.00326297056383
2010-06-05,1.4263275486,0.00435184250128
2010-06-06,1.43136992108,0.0100487640858
2010-06-07,1.47725145984,0.00687128762786
2010-06-08,1.47072396266,0.00684354693439
2010-06-09,1.45753680694,0.00567448547983
2010-06-10,1.4437683123,0.00706672357979
2010-06-11,1.44778925811,0.00545032473185
2010-06-12,1.43771208694,0.00494472455348
2010-06-13,1.44331976909,0.00652738516889
2010-06-14,1.4353074715,0.00717887704445
2010-06-15,1.43106049884,0.00737458651001
2010-06-16,1.42292757219,0.00469668105007
2010-06-17,1.41610903849,0.00348413335844
2010-06-18,1.41192009859,0.00586126767832
2010-06-19,1.41471969515,0.00603897520454
2010-06-20,1.41723561868,0.00390091147732
2010-06-21,1.41313286667,0.00475186794988
2010-06-22,1.40379205599,0.00421777757032
2010-06-23,1.41238043538,0.0115111894338
2010-06-24,1.4651528627,0.00309486650276
2010-06-25,1.45719969284,0.00620149202911
2010-06-26,1.44839457593,0.0063019862363
2010-06-27,1.44169197287,0.00606759630028
2010-06-28,1.4364057409,0.00482840574873
2010-06-29,1.43468403994,0.003771382649
2010-06-30,1.4296750453,0.00563785590934
2010-07-01,1.42379751349,0.00476780993949
2010-07-02,1.41412700589,0.00588954733844
2010-07-03,1.40446526867,0.00716510646702
2010-07-04,1.40755997064,0.00465109803226
2010-07-05,1.46174080497,0.00923344548353
2010-07-06,1.47272929309,0.00621386910201
2010-07-07,1.46670292584,0.00691427355045
2010-07-08,1.45706033092,0.00759056460332
2010-07-09,1.44575691274,0.00550251190174
2010-07-10,1.43648252793,0.00626754058546
2010-07-11,1.45998374355,0.0246575846193
2010-07-12,1.48856084803,0.00360433291885
2010-07-13,1.49574709039,0.00421134092776
2010-07-14,1.49518236538,0.00554250120005
2010-07-15,1.48917915571,0.00713693186208
2010-07-16,1.47927222492,0.00424118961025
2010-07-17,1.47689976433,0.00367729366616
2010-07-18,1.47226652194,0.00585732497113
2010-07-19,1.45918194008,0.005917007418
2010-07-20,1.44949601615,0.00542635229583
2010-07-21,1.4433992765,0.00512200415957
2010-07-22,1.44071316818,0.00465228326497
2010-07-23,1.46311507826,0.0098784666318
2010-07-24,1.47547555522,0.00536048358006
2010-07-25,1.46180293935,0.00719734289442
2010-07-26,1.4537476476,0.00610670059844
2010-07-27,1.4466981709,0.00463211007723
2010-07-28,1.43692935997,0.00514493426804
2010-07-29,1.42662046564,0.006259009704
2010-07-30,1.41936794698,0.0063670925147
2010-07-31,1.41519312804,0.00450286519037
2010-08-01,1.40828866513,0.00566566806748
2010-08-02,1.40289284125,0.0044096177459
2010-08-03,1.39847546003,0.00445532697194
2010-08-04,1.39475236675,0.00546391669234
2010-08-05,1.3981680518,0.00411308705191
2010-08-06,1.3904063547,0.00510719363084
2010-08-07,1.38947440298,0.00379194839016
2010-08-08,NaN,NaN
2010-08-09,NaN,NaN
2010-08-10,NaN,NaN
2010-08-11,NaN,NaN
2010-08-12,NaN,NaN
2010-08-13,0.4233808542,2.02647009386
2010-08-14,1.35031634858,0.0113981874834
2010-08-15,1.3828403625,0.00304615319502
2010-08-16,1.37730545327,0.00647800232486
2010-08-17,1.36970214546,0.00708773250907
2010-08-18,1.36697618472,0.00590378301533
2010-08-19,1.3585529832,0.00617278724672
2010-08-20,1.3509067806,0.00611779949752
2010-08-21,1.34885911884,0.00534846045486
2010-08-22,1.34002634226,0.00527248845304
2010-08-23,1.33440399567,0.00478008262056
2010-08-24,1.32874826602,0.00701818645207
2010-08-25,1.32760441522,0.00496604213476
2010-08-26,1.33824159621,0.00428390543897
2010-08-27,1.3361489339,0.00545495857438
2010-08-28,1.32688389322,0.00598489475587
2010-08-29,1.32751999265,0.00411876211076
2010-08-30,1.32454325875,0.00603392356243
2010-08-31,1.316314583,0.00585629043586
2010-09-01,1.30891440737,0.00664709600782
2010-09-02,1.30105163144,0.00599263881439
2010-09-03,1.30321517121,0.0100804079682
2010-09-04,1.29739541209,0.0081798660981
2010-09-05,1.28591275978,0.00739803310795
2010-09-06,1.28151122892,0.00730015173883
2010-09-07,1.2761678782,0.00560197220189
2010-09-08,1.27107458749,0.0052468657092
2010-09-09,1.26785410277,0.00520333948804
2010-09-10,1.26328257188,0.00492185521349
2010-09-11,1.25736432179,0.00525365809564
2010-09-12,1.25111235996,0.00405622685093
2010-09-13,1.28292425399,0.017322317896
2010-09-14,1.29547894275,0.00430827027434
2010-09-15,1.28990060026,0.00595001099778
2010-09-16,1.29369253738,0.00464431272283
2010-09-17,1.29154147716,0.00698105785683
2010-09-18,1.28122740941,0.00633059501473
2010-09-19,1.2759950965,0.00513617486105
2010-09-20,1.26836698774,0.00655452051049
2010-09-21,1.26045880135,0.00623566564288
2010-09-22,1.26226749466,0.00808393221601
2010-09-23,1.25247873836,0.00769750103425
2010-09-24,1.24581458875,0.00818523286616
2010-09-25,1.2397137421,0.00606930779973
2010-09-26,1.23223407643,0.00713459228969
2010-09-27,1.22541985973,0.00522055592561
2010-09-28,1.21996200244,0.00433499843684
2010-09-29,1.21459882893,0.00572083133063
2010-09-30,1.211325975,0.00472890672399
2010-10-01,1.2106372472,0.00343556302907
2010-10-02,1.21599978663,0.00585442608435
2010-10-03,1.22257467237,0.00581682762675
2010-10-04,1.21961054422,0.00771015442868
2010-10-05,1.2116031678,0.00761248754225
2010-10-06,1.20327784311,0.00593739689916
2010-10-07,1.19659623918,0.00548881058416
2010-10-08,1.19072564994,0.00615027871908
2010-10-09,1.18773055469,0.00659710197438
2010-10-10,1.18079897926,0.00657743306659
2010-10-11,1.17180972091,0.00672291272273
2010-10-12,1.17184845126,0.00390726182636
2010-10-13,1.17137018979,0.00623150882463
2010-10-14,1.17197270231,0.00502550003852
2010-10-15,1.17262749042,0.00549678222505
2010-10-16,1.16951208814,0.00685251523598
2010-10-17,1.16452671328,0.00824561297012
2010-10-18,1.15955307037,0.00664160105265
2010-10-19,1.15465759357,0.00399499074712
2010-10-20,1.14819937452,0.00479550910206
2010-10-21,1.1434768787,0.00637958229982
2010-10-22,1.13599207799,0.00637630945764
2010-10-23,1.12706359724,0.00620933229319
2010-10-24,1.12035873333,0.00504266689655
2010-10-25,1.11900997266,0.00574604051342
2010-10-26,1.11623880564,0.00646731775296
2010-10-27,1.11306864634,0.00499644063641
2010-10-28,1.10714661711,0.00569706592756
2010-10-29,1.09866074706,0.0056519001733
2010-10-30,1.10154314498,0.00365790437509
2010-10-31,1.08521525028,0.00328703984996
2010-11-01,1.07980029858,0.00635702615473
2010-11-02,1.07308127124,0.0082867510423
2010-11-03,1.06747475674,0.00836399076182
2010-11-04,1.06147584427,0.00722718336376
2010-11-05,1.06171506335,0.00509543023211
2010-11-06,1.12643888716,0.0624442404873
2010-11-07,1.192543949,0.00569408685118
2010-11-08,1.18365109494,0.00682961065852
2010-11-09,1.17450562168,0.00581684791017
2010-11-10,1.16848888978,0.00564887518166
2010-11-11,1.15940977225,0.00695023223541
2010-11-12,1.15401617704,0.00469342383565
2010-11-13,1.14532916657,0.00692632503242
2010-11-14,1.14887672958,0.00503192916307
2010-11-15,1.14825330494,0.0050899196988
2010-11-16,1.14061245121,0.00525817215
2010-11-17,1.13567955757,0.00667100343934
2010-11-18,1.12847121915,0.0046278934489
2010-11-19,1.12304428761,0.00747395466124
2010-11-20,1.11557570654,0.0076712775073
2010-11-21,1.1101098643,0.00507667819373
2010-11-22,1.10569568679,0.0059789022147
2010-11-23,1.10119859872,0.003977633209
2010-11-24,1.09434993622,0.00784516198416
2010-11-25,1.08515484175,0.00781229578565
2010-11-26,1.08073416165,0.00501625893635
2010-11-27,1.07353149985,0.0071142261631
2010-11-28,1.06577210093,0.00702176311991
2010-11-29,1.05642760531,0.00552820715367
2010-11-30,1.09090084654,0.0383986756967
2010-12-01,1.26068158703,0.024573745246
2010-12-02,1.27985393742,0.00789133496047
2010-12-03,1.29436077529,0.00674622787847
2010-12-04,1.32427633711,0.0107967657806
2010-12-05,1.33485894591,0.000719150368334
2010-12-06,NaN,NaN
2010-12-07,NaN,NaN
2010-12-08,NaN,NaN
2010-12-09,NaN,NaN
2010-12-10,NaN,NaN
2010-12-11,NaN,NaN
2010-12-12,NaN,NaN
2010-12-13,NaN,NaN
2010-12-14,NaN,NaN
2010-12-15,NaN,NaN
2010-12-16,NaN,NaN
2010-12-17,NaN,NaN
2010-12-18,NaN,NaN
2010-12-19,NaN,NaN
2010-12-20,NaN,NaN
2010-12-21,NaN,NaN
2010-12-22,NaN,NaN
2010-12-23,NaN,NaN
2010-12-24,NaN,NaN
2010-12-25,NaN,NaN
2010-12-26,NaN,NaN
2010-12-27,NaN,NaN
2010-12-28,NaN,NaN
2010-12-29,NaN,NaN
2010-12-30,NaN,NaN
2010-12-31,NaN,NaN
2011-01-01,1.10141332538,0.00433139550264
2011-01-02,1.09637624269,0.00617797811876
2011-01-03,1.09112632821,0.00411020370621
2011-01-04,1.09045827828,0.00473025730434
2011-01-05,1.09806025179,0.00463394266262
2011-01-06,1.09964408679,0.00566239810152
2011-01-07,1.09422443145,0.00633994875464
2011-01-08,1.08778792066,0.00667106250746
2011-01-09,1.07832886712,0.00496485185825
2011-01-10,1.07301483443,0.0044147063799
2011-01-11,1.06846115046,0.00434524229678
2011-01-12,1.06232156072,0.00600834594383
2011-01-13,1.05377124467,0.00733260204582
2011-01-14,1.04484791425,0.00793449792538
2011-01-15,1.04937936033,0.00329923969257
2011-01-16,1.04849588999,0.0064845560246
2011-01-17,1.04225907671,0.00581831276357
2011-01-18,1.04196521405,0.00432699698694
2011-01-19,1.04136506845,0.00591619433788
2011-01-20,1.03508933343,0.00568567106973
2011-01-21,1.02948653175,0.00741733203171
2011-01-22,1.02140941366,0.00648774878786
2011-01-23,1.01593123023,0.0070736081417
2011-01-24,1.01030057504,0.00431036077715
2011-01-25,1.0055682734,0.00681082986663
2011-01-26,0.999316751478,0.00708760038189
2011-01-27,0.992112416208,0.00697191350435
2011-01-28,0.984507428891,0.00709443978171
2011-01-29,0.975470113293,0.00471941521955
2011-01-30,0.969367779666,0.00706974091611
2011-01-31,0.961383567752,0.00596690650585
2011-02-01,0.953969671644,0.00472668525446
2011-02-02,0.949768999065,0.00492432315172
2011-02-03,0.944632144784,0.00675444823227
2011-02-04,0.938659346663,0.00545126742975
2011-02-05,0.935585104677,0.00571373674684
2011-02-06,0.931597277388,0.00403545899667
2011-02-07,0.944084592667,0.00729497905273
2011-02-08,0.941061409665,0.00400015992525
2011-02-09,0.93857194746,0.00528273730574
2011-02-10,0.933683833125,0.00699451114946
2011-02-11,0.928061198286,0.00560243294618
2011-02-12,0.925571118782,0.0035373465004
2011-02-13,0.937599129636,0.00725408529862
2011-02-14,0.944079332619,0.00368589080633
2011-02-15,0.939976902857,0.00368610644912
2011-02-16,0.941604861206,0.00456727534802
2011-02-17,0.975074900485,0.0192311231841
2011-02-18,0.985335713794,0.0048064369353
2011-02-19,0.980883600707,0.00547254889007
2011-02-20,0.993825507533,0.0186299401224
2011-02-21,1.06413682814,0.0299224087387
2011-02-22,1.08591551617,0.00581907878514
2011-02-23,1.09135113286,0.00973791030594
2011-02-24,1.08389596159,0.00986327960211
2011-02-25,1.07407869564,0.00397239271587
2011-02-26,1.0662568403,0.00717752593276
2011-02-27,1.05831894399,0.006208133081
2011-02-28,1.05155347014,0.00438628421174
2011-03-01,1.04979345949,0.00429135120761
2011-03-02,1.04306124905,0.00533743772206
2011-03-03,1.03788198634,0.0046462035189
2011-03-04,1.03168163721,0.00560662932278
2011-03-05,1.02661403285,0.00405374147999
2011-03-06,1.02390583055,0.00454404817301
2011-03-07,1.02985031516,0.00349965064093
2011-03-08,1.12376710462,0.120439237467
2011-03-09,1.80912679342,0.0650252091507
2011-03-10,1.80912326993,0.00839223391604
2011-03-11,1.78294098171,0.0103918837495
2011-03-12,1.75564678213,0.00863668128065
2011-03-13,1.73033235497,0.00893399050542
2011-03-14,1.70854730239,0.00861317437557
2011-03-15,1.69103975586,0.00634308971609
2011-03-16,1.68204570664,0.00528219869086
2011-03-17,1.68536675766,0.00455953834019
2011-03-18,1.67102055925,0.00729326718705
2011-03-19,1.65532848752,0.00755833187104
2011-03-20,1.63817398915,0.00688854596378
2011-03-21,1.62530969958,0.0072573967361
2011-03-22,1.61207364911,0.00704421063476
2011-03-23,1.59920734419,0.00710944911524
2011-03-24,1.58463566374,0.00793139859362
2011-03-25,1.56955245245,0.00784057086585
2011-03-26,1.55613262776,0.00717218341042
2011-03-27,1.54391509011,0.00759144240389
2011-03-28,1.68652092788,0.0726560761867
2011-03-29,1.71622320267,0.00708717998592
2011-03-30,1.69521793041,0.00772977089904
2011-03-31,1.67664896759,0.00979800982761
2011-04-01,1.736174845,0.0444264956447
2011-04-02,1.79200103497,0.00611634717212
2011-04-03,1.77912030847,0.00554914470605
2011-04-04,1.79216433034,0.033505597386
2011-04-05,1.84344531646,0.00649202634465
2011-04-06,1.82060856246,0.00906988176614
2011-04-07,1.80217041685,0.00930017459174
2011-04-08,1.78846766786,0.00619702303727
2011-04-09,1.77153782371,0.00673939671607
2011-04-10,1.75674143716,0.00580903786411
2011-04-11,1.80683483339,0.0474756794509
2011-04-12,1.85542775865,0.005895440841
2011-04-13,1.83527958367,0.00867776890401
2011-04-14,1.81531555594,0.00800036087211
2011-04-15,1.79605132936,0.00848759153092
2011-04-16,1.77995273606,0.00872557616877
2011-04-17,1.77259552954,0.00517124137475
2011-04-18,1.77221727674,0.0043420434687
2011-04-19,1.75782427815,0.00632017514718
2011-04-20,1.7469643835,0.00531461993
2011-04-21,1.73529937523,0.00566794218073
2011-04-22,1.72315593793,0.0052661059273
2011-04-23,1.71161855662,0.00680760541603
2011-04-24,1.69918190685,0.00509712238377
2011-04-25,1.69257960448,0.00533723653496
2011-04-26,1.68384491147,0.00401106406252
2011-04-27,1.67771282611,0.00198838529636
2011-04-28,1.66670314834,0.00533405471073
2011-04-29,1.65598649077,0.00477722128391
2011-04-30,1.6491072281,0.00426838262438
2011-05-01,1.64988675685,0.00390712949985
2011-05-02,1.65279404426,0.00684767901404
2011-05-03,1.68484053329,0.0528860501634
2011-05-04,1.82743840066,0.00455580573961
2011-05-05,1.81304465072,0.00579590996587
2011-05-06,1.88498000437,0.0363580472243
2011-05-07,2.28164731324,0.0334069180154
2011-05-08,2.27493288677,0.0112727786357
2011-05-09,2.24420481902,0.00708100498134
2011-05-10,2.21513775149,0.0113836123244
2011-05-11,2.18406541373,0.00934004833022
2011-05-12,2.15766352735,0.00881103344161
2011-05-13,2.13421575337,0.00708614433391
2011-05-14,2.12191119939,0.00333739793315
2011-05-15,NaN,NaN
2011-05-16,NaN,NaN
2011-05-17,NaN,NaN
2011-05-18,NaN,NaN
2011-05-19,NaN,NaN
2011-05-20,NaN,NaN
2011-05-21,NaN,NaN
2011-05-22,1.98978136678,0.298696462276
2011-05-23,1.9922057645,0.00732714803345
2011-05-24,1.97223322577,0.00909281858221
2011-05-25,1.96146845847,0.0062614446787
2011-05-26,1.95122086254,0.00448282639787
2011-05-27,1.95771957093,0.00956664682016
2011-05-28,1.95541109555,0.00565933128003
2011-05-29,1.94968527475,0.00372947617473
2011-05-30,1.95014193697,0.00835564642589
2011-05-31,1.96341561813,0.00306212708043
2011-06-01,1.95776029758,0.00349794877358
2011-06-02,NaN,NaN
2011-06-03,NaN,NaN
2011-06-04,NaN,NaN
2011-06-05,NaN,NaN
2011-06-06,NaN,NaN
2011-06-07,NaN,NaN
2011-06-08,NaN,NaN
2011-06-09,NaN,NaN
2011-06-10,1.92760727527,0.346148102043
2011-06-11,1.93946905608,0.00458052699884
2011-06-12,1.92710178848,0.00388767086615
2011-06-13,1.9208822036,0.00290252199265
2011-06-14,1.92105451078,0.00326344213377
2011-06-15,NaN,NaN
2011-06-16,NaN,NaN
2011-06-17,NaN,NaN
2011-06-18,NaN,NaN
2011-06-19,NaN,NaN
2011-06-20,1.90392931883,0.373727811113
2011-06-21,1.91835214544,0.00494313833674
2011-06-22,1.90610292091,0.00778938199948
2011-06-23,1.90153907852,0.00462890702644
2011-06-24,1.90555341173,0.00432286291237
2011-06-25,1.89123284336,0.00651178733143
2011-06-26,1.88221764043,0.00585852646581
2011-06-27,1.86740502659,0.00432208812511
2011-06-28,1.86003580626,0.00416235111718
2011-06-29,1.854618944,0.00474195446382
2011-06-30,1.84556438133,0.00459378264081
2011-07-01,1.84078371423,0.00529737451548
2011-07-02,NaN,NaN
2011-07-03,NaN,NaN
2011-07-04,NaN,NaN
2011-07-05,NaN,NaN
2011-07-06,NaN,NaN
2011-07-07,NaN,NaN
2011-07-08,1.86196690091,0.261521771599
2011-07-09,1.87005629744,0.00354870924428
2011-07-10,1.86519435357,0.00574411971977
2011-07-11,1.86116612811,0.00417427907516
2011-07-12,1.85275715679,0.00565725788652
2011-07-13,1.84009487191,0.00676312938623
2011-07-14,1.83604363077,0.00464328245913
2011-07-15,1.82874736438,0.00487802524339
2011-07-16,1.8196979256,0.00371425296771
2011-07-17,1.81056229697,0.00516892906537
2011-07-18,1.8055001313,0.00361007251954
2011-07-19,1.80668577124,0.00244864540661
2011-07-20,1.80538235834,0.00357509566096
2011-07-21,1.80727540524,0.00224458443046
2011-07-22,NaN,NaN
2011-07-23,NaN,NaN
2011-07-24,NaN,NaN
2011-07-25,NaN,NaN
2011-07-26,1.80504063511,0.365763086036
2011-07-27,1.81702775539,0.00753010254825
2011-07-28,1.80805477241,0.00716466375552
2011-07-29,1.81194654304,0.00993443276806
2011-07-30,1.87298618021,0.0216889948455
2011-07-31,1.87933509536,0.00665663508984
2011-08-01,1.87352452509,0.00252697497074
2011-08-02,NaN,NaN
2011-08-03,NaN,NaN
2011-08-04,NaN,NaN
2011-08-05,1.85269083665,0.734111731525
2011-08-06,1.93179382848,0.00618932999428
2011-08-07,1.92192274976,0.00611398664149
2011-08-08,1.91193335971,0.00644434081187
2011-08-09,1.91965597776,0.0211235888584
2011-08-10,1.96174463658,0.00427947900387
2011-08-11,1.94745045033,0.00744130669568
2011-08-12,1.94515412683,0.00315772760408
2011-08-13,NaN,NaN
2011-08-14,NaN,NaN
2011-08-15,NaN,NaN
2011-08-16,NaN,NaN
2011-08-17,NaN,NaN
2011-08-18,1.92812382858,0.0918686828937
2011-08-19,1.92444307413,0.00509709423845
2011-08-20,1.9125509532,0.00624009100242
2011-08-21,1.90099466162,0.00650927414297
2011-08-22,1.88988492939,0.00572146955461
2011-08-23,1.87985461834,0.0046073745252
2011-08-24,1.87197378295,0.00456769524539
2011-08-25,1.86414999312,0.005532861896
2011-08-26,1.85849178329,0.00221295040499
2011-08-27,1.86018349901,0.00171966271509
2011-08-28,NaN,NaN
2011-08-29,NaN,NaN
2011-08-30,NaN,NaN
2011-08-31,1.83135777518,0.333604793463
2011-09-01,1.84070855362,0.00614822203896
2011-09-02,1.82872621712,0.00704904531729
2011-09-03,1.82052431626,0.00472610473635
2011-09-04,1.81068924996,0.00502314089572
2011-09-05,1.79955703253,0.00669407192949
2011-09-06,1.78879230495,0.00524537561053
2011-09-07,1.78126160107,0.00574757530621
2011-09-08,1.82424940446,0.0417393612146
2011-09-09,NaN,NaN
2011-09-10,NaN,NaN
2011-09-11,NaN,NaN
2011-09-12,NaN,NaN
2011-09-13,1.82710170825,0.357425192741
2011-09-14,1.84216890626,0.00614510333148
